leixing,nianfen,licheng,didian,shoujia,yuanjia
大众 高尔夫 2012款 1.6 手动舒适型,2013年,2.7万公里,大连,5.52万,13.76万
福特 嘉年华 2011款 两厢 1.5L 自动时尚型,2012年,6.5万公里,大连,3.16万,10.63万
长安CS75 2017款 尚酷版 1.5T 自动锋享型,2017年,2.7万公里,大连,9.03万,11.48万
奔驰C级 2013款 C 180 经典型 Grand Edition,2013年,5.8万公里,大连,13.83万,34.19万
奔驰E级 2015款 E 260 L 运动型,2015年,9.5万公里,大连,25.98万,50.80万
大众 捷达 2017款 1.5L 自动时尚型,2018年,4.5万公里,大连,7.20万,10.38万
起亚K2 2015款 三厢 1.4L MT GLS,2016年,3.1万公里,大连,4.30万,8.46万
福特 福克斯 2012款 两厢 1.6L 自动舒适型,2013年,4.9万公里,大连,4.83万,14.21万
丰田 卡罗拉 2014款 1.6L CVT GL-i,2016年,1.6万公里,大连,9.08万,13.87万
奔驰GLA级 2015款 GLA 220 4MATIC 豪华型,2015年,7.7万公里,大连,19.68万,37.97万
日产 轩逸 2014款 1.6XV CVT尊享版,2015年,3.7万公里,大连,7.80万,14.96万
别克 昂科威 2016款 28T 四驱精英型,2015年,6.3万公里,大连,13.22万,29.30万
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,2016年,2.4万公里,大连,5.70万,9.31万
奇瑞 艾瑞泽5 2017款 1.5L CVT领潮版,2017年,4.4万公里,大连,4.70万,6.94万
长安CS35 2016款 1.6L 手动尊贵型 国IV,2016年,3.2万公里,大连,4.74万,9.54万
宝马X1 2012款 sDrive18i 豪华型,2012年,8.7万公里,大连,12.40万,34.63万
福特 翼搏 2017款 1.5L 自动尊贵型,2017年,2.0万公里,大连,7.98万,14.09万
起亚K2 2017款 三厢 1.4L AT GLS,2017年,2.4万公里,大连,6.00万,9.65万
日产 逍客 2016款 2.0L CVT精英版,2016年,6.8万公里,大连,9.90万,16.59万
大众 凌渡 2015款 230TSI DSG风尚版,2016年,5.2万公里,大连,10.17万,17.36万
本田 杰德 2017款 1.8L 自动舒适版 5座,2018年,1.7万公里,大连,12.50万,15.19万
雪佛兰 科鲁兹 2011款 1.6L SL天地版 AT,2011年,8.3万公里,大连,3.98万,13.88万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,2015年,3.2万公里,大连,7.28万,14.85万
宝骏560 2016款 1.8L 手动超值型,2017年,3.9万公里,大连,5.50万,7.58万
宝骏310 2017款 1.5L 手动时尚型,2017年,1.5万公里,大连,4.06万,5.41万
丰田 威驰 2017款 1.3L 手动锐行版,2017年,3.5万公里,大连,5.90万,8.01万
大众 捷达 2017款 1.5L 自动时尚型,2017年,3.9万公里,大连,8.00万,10.38万
Jeep 自由客 2014款 2.4L 蛇行珍藏版(进口),2013年,12.3万公里,大连,9.50万,27.13万
现代 名图 2014款 1.8L 自动智能型GLS,2014年,8.0万公里,大连,8.00万,16.26万
标致301 2014款 1.6L 手动豪华版,2014年,5.5万公里,大连,4.00万,10.39万
大众 高尔夫 2017款 230TSI 手动舒适百万辆纪念版,2017年,3.5万公里,大连,9.00万,15.29万
奥迪Q3 2013款 35 TFSI 舒适型,2013年,8.2万公里,大连,13.58万,34.30万
宝马X5 2011款 xDrive35i 领先型(进口),2013年,14.3万公里,大连,31.72万,97.26万
众泰T600 2015款 1.5T 手动精英型,2016年,8.2万公里,大连,4.61万,8.66万
日产 骊威 2010款 劲悦版 1.6L 自动全能型,2012年,9.9万公里,大连,4.92万,10.40万
东风风行 景逸S50 2014款 1.5L 手动尊贵型,2015年,5.9万公里,大连,3.51万,8.67万
奥迪Q3 2015款 30 TFSI 舒适型,2016年,7.6万公里,大连,16.35万,31.46万
丰田 汉兰达 2012款 2.7L 两驱5座精英版,2013年,8.0万公里,大连,14.58万,27.01万
Jeep 指南者 2013款 2.4L 四驱炫黑导航版(进口),2013年,11.3万公里,大连,8.08万,30.60万
现代 名图 2014款 1.8L 自动智能型GLS,2014年,7.9万公里,大连,7.98万,16.26万
长安CS15 2016款 1.5L 自动时尚版,2016年,5.4万公里,大连,3.86万,7.48万
本田 思域 2016款 220TURBO CVT尊贵版,2018年,4.0万公里,大连,14.00万,16.92万
东风风神AX7 2015款 2.3L 自动智尊型,2015年,6.4万公里,大连,6.90万,16.25万
奔驰C级 2013款 C 180 CGI 经典型,2013年,9.6万公里,大连,13.10万,33.43万
长安CX20 2014款 1.4L IMT天窗导航版 国IV,2015年,4.8万公里,大连,2.80万,7.04万
宝马5系 2014款 525Li 豪华设计套装,2014年,6.4万公里,大连,26.50万,54.23万
日产 轩逸 2016款 1.6XL CVT豪华版,2016年,3.3万公里,大连,8.69万,14.65万
大众 途观 2015款 1.8TSI 自动两驱豪华型,2015年,4.0万公里,大连,13.60万,28.20万
丰田 凯美瑞 2016款 2.0G 十周年纪念领先版,2017年,3.1万公里,大连,15.50万,21.25万
日产 阳光 2015款 1.5XE CVT舒适版,2015年,7.4万公里,大连,5.20万,9.75万
大众 高尔夫 2011款 1.4TSI Cross Golf(进口),2013年,9.8万公里,大连,9.28万,30.75万
本田 竞瑞 2017款 1.5L CVT豪华版,2017年,4.7万公里,大连,7.80万,13.88万
起亚K3S 2014款 1.6L 自动GLS,2014年,7.7万公里,大连,5.90万,13.55万
日产 轩逸 2016款 1.6XL  CVT尊享版,2017年,2.5万公里,大连,9.50万,14.96万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2015年,3.4万公里,大连,5.90万,10.83万
斯柯达 明锐 2016款 TSI280 DSG智行版,2016年,4.7万公里,大连,9.90万,18.12万
奔驰C级 2015款 改款 C 180 L 运动型,2015年,7.7万公里,大连,21.60万,35.36万
奥迪Q5 2017款 40 TFSI 进取型,2017年,4.4万公里,大连,26.90万,43.46万
日产 逍客 2012款 2.0XV 雷 CVT 2WD,2014年,13.3万公里,大连,7.82万,19.63万
奥迪A3 2014款 Sportback 35 TFSI 自动舒适型,2015年,5.5万公里,大连,13.88万,27.01万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,2014年,5.0万公里,大连,4.20万,10.74万
标致408 2015款 1.2T 自动豪华版,2015年,9.1万公里,大连,7.30万,16.47万
奥迪Q5 2016款 40 TFSI 进取型,2016年,4.9万公里,大连,24.80万,41.62万
起亚KX5 2016款 1.6T 自动两驱DLX,2017年,3.1万公里,大连,10.20万,19.19万
东风风光580 2016款 1.5T CVT豪华型,2017年,6.7万公里,大连,6.70万,10.84万
别克 君越 2013款 2.4L SIDI领先舒适型,2015年,8.0万公里,大连,11.20万,25.61万
福特 福克斯 2012款 三厢 1.6L 手动舒适型,2014年,4.5万公里,大连,4.58万,13.01万
东风风行 景逸S50 2014款 1.5L 手动尊贵型,2014年,6.2万公里,大连,3.28万,8.67万
别克 君越 2011款 2.4L SIDI雅致版,2012年,12.1万公里,大连,7.20万,25.50万
奇瑞 艾瑞泽5 2016款 1.5L 手动领潮版,2016年,2.8万公里,大连,3.63万,6.94万
奥迪Q5 2012款 2.0TFSI 技术型,2012年,14.3万公里,大连,15.30万,46.41万
本田XR-V 2015款 1.8L EXi  CVT舒适版,2016年,2.6万公里,大连,11.60万,16.26万
奔驰A级 2011款 A 160(进口),2011年,8.4万公里,大连,7.04万,25.83万
长城M4 2014款 1.5L 手动豪华型,2014年,7.1万公里,大连,3.50万,7.48万
本田 缤智 2015款 1.8L CVT两驱豪华型,2015年,8.9万公里,大连,9.92万,17.78万
大众 朗行 2013款 1.6L 自动风尚型,2016年,5.4万公里,大连,7.30万,13.88万
本田XR-V 2017款 1.8L VTi CVT豪华版,2017年,3.5万公里,大连,13.18万,17.67万
福特 福克斯 2013款 三厢经典 1.8L 手动基本型,2015年,2.5万公里,大连,4.70万,10.83万
马自达CX-7 2010款 2.5L 豪华型(进口),2010年,9.4万公里,大连,7.10万,31.26万
大众 速腾 2012款 1.4TSI 自动豪华型,2012年,11.8万公里,大连,6.80万,18.21万
大众POLO 2016款 1.4L 手动风尚型,2017年,6.0万公里,大连,4.90万,8.24万
北汽绅宝 绅宝X65 2015款 2.0T 自动精英型,2016年,2.7万公里,大连,5.50万,14.09万
宝马1系 2012款 118i 领先型(进口),2012年,4.2万公里,大连,10.30万,31.37万
大众POLO 2011款 1.4L 自动致酷版,2012年,6.1万公里,大连,4.80万,12.91万
现代 全新胜达 2013款 改款 2.4L 自动四驱智能型,2015年,6.4万公里,大连,12.50万,28.42万
大众 速腾 2015款 230TSI 自动舒适型,2016年,5.2万公里,大连,10.38万,17.45万
大众 高尔夫 2016款 1.6L 自动舒适型,2017年,3.9万公里,大连,11.20万,15.73万
大众 途观 2015款 1.8TSI 自动两驱豪华型,2015年,3.0万公里,大连,14.39万,28.20万
起亚K2 2012款 三厢 1.4L MT GLS纪念版,2014年,9.3万公里,大连,4.00万,8.46万
大众 宝来 2016款 1.6L 自动舒适型,2017年,6.2万公里,大连,8.80万,14.31万
现代 全新胜达 2013款 2.4L 自动两驱舒适型,2015年,8.8万公里,大连,11.50万,24.73万
马自达6 2011款 2.0L 自动时尚型,2011年,7.0万公里,大连,5.95万,19.52万
东风风神AX4 2017款 1.6L DCT潮尚型,2018年,2.1万公里,大连,5.98万,9.10万
现代 瑞纳 2010款 三厢 1.4L 自动舒适型GS,2013年,4.2万公里,大连,4.50万,9.43万
丰田 威驰 2014款 1.5L 手动智臻版,2016年,6.8万公里,大连,5.00万,8.66万
日产 阳光 2015款 1.5XE CVT舒适版,2016年,4.5万公里,大连,4.98万,9.75万
本田 凌派 2016款 1.8L CVT豪华版,2016年,4.0万公里,大连,9.30万,14.63万
本田 锋范 2017款 1.5L CVT舒适版,2017年,3.4万公里,大连,8.10万,9.75万
金杯 海狮 2011款 2.0L第六代翔龙经典型V19,2013年,6.5万公里,大连,3.00万,8.34万
雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,2015年,6.3万公里,大连,5.37万,9.76万
奇瑞 瑞虎5 2016款 2.0L CVT家悦版,2016年,2.6万公里,大连,5.09万,11.93万
别克 凯越 2013款 1.5L 手动经典型,2014年,4.5万公里,大连,3.99万,10.52万
金杯 海狮X30L 2018款 1.5L商务版DLCG14,2019年,0.8万公里,大连,4.50万,5.62万
雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018年,1.5万公里,大连,6.60万,9.87万
荣威350 2014款 1.5L 手动迅驰版,2014年,6.1万公里,大连,2.80万,8.22万
奔驰GLK级 2013款 改款 GLK 300 4MATIC 时尚型,2013年,9.7万公里,大连,19.28万,52.65万
日产 轩逸 2016款 1.6XV  CVT智尊版,2016年,4.5万公里,大连,8.98万,15.93万
现代 领动 2016款 1.6L 自动智炫·精英型,2016年,3.5万公里,大连,8.10万,13.00万
大众 速腾 2012款 1.8TSI 自动旗舰版,2012年,8.7万公里,大连,8.20万,20.17万
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,2016年,2.5万公里,大连,6.90万,9.31万
起亚K5 2014款 2.0L 自动LUXURY,2014年,5.6万公里,大连,9.68万,20.49万
奔驰GLA级 2016款 GLA 200 动感型,2016年,5.5万公里,大连,19.50万,29.29万
丰田 亚洲龙 2019款 2.5L Touring尊贵版 国VI,2019年,300公里,大连,26.50万,26.57万
大众 宝来 2014款 1.6L 自动舒适型,2015年,6.7万公里,大连,6.67万,13.93万
现代 朗动 2015款 1.6L 自动领先型,2016年,4.4万公里,大连,7.48万,13.87万
丰田 凯美瑞 2010款 200G NAVI豪华导航版,2010年,15.5万公里,大连,8.30万,24.29万
陆风X5 2013款 2.0T 手动创行版,2014年,4.8万公里,大连,3.80万,10.83万
哈弗H6 2012款 2.4L 自动两驱精英型,2013年,8.0万公里,大连,4.00万,13.55万
丰田 汉兰达 2015款 2.0T 两驱豪华版 7座,2015年,11.9万公里,大连,23.28万,30.91万
斯柯达 明锐 2010款 1.6L 自动逸俊版,2010年,9.4万公里,大连,4.80万,16.17万
三菱 劲炫ASX 2013款 2.0L CVT两驱精英版,2015年,3.0万公里,大连,7.02万,15.17万
大众 高尔夫 2014款 1.4TSI 自动旗舰型,2014年,9.5万公里,大连,9.40万,19.85万
比亚迪S7 2015款 2.0T 自动尊贵型,2014年,10.2万公里,大连,4.50万,14.10万
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,2014年,2.0万公里,大连,6.50万,14.97万
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,2015年,9.3万公里,大连,6.60万,12.47万
大众 高尔夫 2015款 1.4TSI 自动舒适型,2016年,5.9万公里,大连,10.00万,16.81万
奥迪A8L 2012款 A8L 45 TFSI quattro豪华型(进口),2012年,15.4万公里,大连,29.80万,108.33万
大众POLO 2018款 1.5L 自动安驾型,2018年,0.5万公里,大连,7.20万,9.76万
丰田 威驰 2014款 1.5L 自动智臻版,2016年,2.8万公里,大连,6.60万,9.53万
马自达6 2011款 2.0L 自动时尚型,2011年,13.6万公里,大连,5.65万,19.52万
大众 桑塔纳 2015款 1.6L 自动舒适版,2016年,5.3万公里,大连,5.90万,12.35万
MINI Countryman 2013款 1.6T COOPER ALL4 Fun,2013年,4.2万公里,大连,15.00万,32.02万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2016年,3.9万公里,大连,10.30万,20.60万
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,2014年,9.8万公里,大连,21.98万,47.54万
日产 蓝鸟 2016款 1.6L CVT炫酷版,2016年,5.6万公里,大连,7.82万,13.45万
奥迪A4L 2012款 2.0 TFSI 自动豪华型,2012年,12.2万公里,大连,12.90万,43.31万
大众 速腾 2015款 1.6L 自动舒适型,2016年,6.1万公里,大连,8.53万,16.37万
大众 帕萨特 2014款 1.8TSI DSG御尊版,2015年,4.5万公里,大连,13.50万,26.03万
比亚迪S6 2011款 2.0L 手动尊贵型,2011年,8.2万公里,大连,3.05万,11.71万
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2016年,3.2万公里,大连,7.55万,11.93万
日产 骐达 2008款 1.6L 自动时尚型,2010年,13.3万公里,大连,4.62万,12.68万
大众 帕萨特 2014款 2.0TSI DSG御尊版,2014年,9.3万公里,大连,11.98万,27.66万
丰田 凯美瑞 2016款 2.0G 十周年纪念领先版,2017年,3.8万公里,大连,15.00万,21.25万
大众 帕萨特 2013款 1.8TSI DSG尊荣版,2013年,11.2万公里,大连,9.10万,23.75万
日产 轩逸 2014款 1.6XV CVT尊享版,2014年,6.3万公里,大连,7.98万,14.96万
长安CS75 2014款 2.0L 手动豪华型 国IV,2015年,6.2万公里,大连,4.87万,12.79万
别克 君越 2013款 2.4L SIDI领先舒适型,2014年,7.4万公里,大连,11.10万,25.61万
本田CR-V 2013款 2.4L 四驱豪华版,2013年,9.7万公里,大连,12.89万,26.03万
标致508 2015款 1.6THP 自动致逸版,2016年,4.8万公里,大连,10.53万,21.79万
大众 速腾 2015款 230TSI 自动豪华型,2015年,8.2万公里,大连,10.50万,18.54万
雪佛兰 2015款 赛欧3 1.3L 手动理想版,2015年,5.3万公里,大连,3.50万,6.83万
丰田 威驰 2014款 1.5L 自动智臻版,2014年,7.8万公里,大连,6.80万,9.53万
日产 骐达 2011款 1.6L CVT智能型,2012年,6.7万公里,大连,5.69万,13.60万
奥迪Q3 2012款 35 TFSI quattro 舒适型(进口),2013年,7.8万公里,大连,14.70万,40.92万
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2015年,7.2万公里,大连,13.60万,21.36万
雪铁龙 C4世嘉 2016款 1.6L 手动舒适型,2017年,3.9万公里,大连,4.76万,10.72万
纳智捷 大7 SUV 2014款 2.2T 两驱智慧型,2014年,11.5万公里,大连,5.98万,24.62万
铃木 雨燕 2016款 1.5L 手动时尚型酷玩版,2019年,1.8万公里,大连,5.98万,7.58万
日产 逍客 2012款 2.0XL 火 CVT 2WD,2013年,8.8万公里,大连,7.50万,17.89万
宝马5系 2014款 520Li 典雅型,2014年,4.7万公里,大连,23.50万,47.28万
现代 瑞纳 2016款 1.4L 自动智能型GLS,2016年,4.6万公里,大连,5.20万,9.43万
东风风光580 2017款 1.5T CVT豪华型,2017年,4.6万公里,大连,6.60万,10.96万
奥迪A6L 2012款 35 FSI 舒适型,2015年,13.8万公里,大连,25.30万,59.87万
现代 瑞纳 2014款 1.4L 自动智能型GLS,2015年,5.0万公里,大连,5.20万,9.43万
福特 嘉年华 2013款 两厢 1.5L 自动运动型,2013年,6.5万公里,大连,4.90万,12.15万
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,2016年,5.7万公里,大连,5.58万,10.84万
本田 飞度 2014款 1.5L LX CVT舒适型,2014年,5.2万公里,大连,5.88万,8.88万
大众POLO 2014款 1.6L 自动豪华版,2015年,6.7万公里,大连,7.00万,12.58万
MG3 2014款 1.3L AMT舒适版,2015年,2.4万公里,大连,3.45万,7.67万
大众 朗行 2015款 1.6L 自动舒适版,2016年,4.6万公里,大连,8.00万,15.19万
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2016年,4.5万公里,大连,4.28万,8.12万
福特 福睿斯 2017款 1.5L 自动舒适型,2017年,3.2万公里,大连,6.40万,11.70万
别克 英朗 2015款 15N 自动精英型,2015年,4.3万公里,大连,6.90万,13.77万
本田 飞度 2008款 1.3L 自动舒适版,2010年,9.1万公里,大连,3.63万,10.83万
现代 瑞纳 2014款 1.4L 自动智能型GLS,2015年,4.8万公里,大连,4.98万,9.43万
大众 帕萨特 2015款 1.8TSI DSG御尊版,2016年,14.9万公里,大连,15.10万,26.03万
奔驰C级 2015款 改款 C 180 L 运动型,2015年,5.7万公里,大连,26.00万,35.36万
现代 朗动 2015款 1.6L 自动尊贵型,2015年,5.1万公里,大连,7.00万,14.63万
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2014年,9.8万公里,大连,11.79万,21.36万
奔驰A级 2011款 A 160(进口),2011年,11.1万公里,大连,5.80万,25.83万
奔驰GLA级 2018款 GLA 200 动感型,2019年,0.7万公里,大连,22.80万,29.29万
哈弗H6 2017款 蓝标 运动版 1.5T 手动两驱精英型,2017年,1.3万公里,大连,6.88万,11.92万
Jeep 大切诺基 2014款 3.0L 旗舰尊悦版(进口),2014年,5.3万公里,大连,29.00万,74.89万
MINI Clubman 2008款 1.6T COOPER S,2010年,8.6万公里,大连,10.45万,42.33万
马自达CX-5 2013款 2.0L 自动四驱精英型,2013年,4.7万公里,大连,9.35万,22.56万
起亚 凯绅 2017款 1.8L 自动GLS,2017年,3.1万公里,大连,9.40万,15.17万
本田 缤智 2015款 1.5L CVT两驱舒适型,2016年,6.6万公里,大连,9.77万,14.85万
奔驰A级 2016款 A 200 运动型(进口),2016年,9.2万公里,大连,17.50万,32.46万
宝马5系 2014款 525Li 豪华设计套装,2015年,13.8万公里,大连,26.80万,54.23万
比亚迪F3 2015款 节能版 1.5L 手动豪华型,2017年,3.3万公里,大连,3.30万,6.07万
路虎 发现神行 2015款 2.0T SE(进口),2016年,8.7万公里,大连,24.18万,60.57万
凯迪拉克SRX 2011款 3.0L 旗舰型(进口),2011年,2.6万公里,大连,14.50万,62.74万
斯柯达 明锐 2018款 TSI230 DSG舒适版,2017年,4.5万公里,大连,9.30万,15.19万
起亚K2 2015款 两厢 1.4L AT GLS炫酷版,2015年,6.1万公里,大连,4.90万,9.54万
大众CC 2010款 2.0TSI 尊贵型,2011年,11.8万公里,大连,10.60万,29.07万
奥迪A6L 2011款 2.0 TFSI 自动舒适型,2011年,8.4万公里,大连,14.50万,45.07万
奔腾B50 2013款 1.6L 手动豪华型,2015年,5.5万公里,大连,3.30万,10.51万
马自达6 2011款 2.0L 自动时尚型,2012年,10.0万公里,大连,6.42万,19.52万
福特 福克斯 2011款 两厢 1.8L 自动时尚型,2012年,6.2万公里,大连,3.80万,13.87万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,2017年,2.6万公里,大连,9.80万,13.45万
雪佛兰 科沃兹 2016款 1.5L 自动欣享版,2017年,2.2万公里,大连,6.52万,9.65万
现代 朗动 2015款 1.6L 手动领先型,2015年,9.0万公里,大连,5.73万,12.57万
日产 轩逸 2018款 1.6XV+ CVT智尊版,2018年,4.6万公里,大连,9.98万,15.93万
本田 歌诗图 2014款 2.4L 豪华版,2014年,6.7万公里,大连,14.20万,28.20万
丰田 RAV4 2012款 炫装版 2.0L 自动四驱,2012年,12.4万公里,大连,10.68万,24.08万
大众POLO 2016款 1.4L 自动风尚型,2017年,4.4万公里,大连,6.60万,9.54万
大众 途观 2010款 1.8TSI 自动两驱风尚版,2010年,15.3万公里,大连,8.00万,25.38万
大众 桑塔纳 2015款 浩纳 1.6L 自动风尚型,2016年,3.6万公里,大连,6.50万,11.60万
大众 高尔夫 2012款 1.4TSI 自动舒适型,2012年,5.0万公里,大连,7.00万,15.72万
沃尔沃S60 2012款 T5 舒适版(进口),2012年,12.0万公里,大连,9.50万,34.72万
大众 高尔夫·嘉旅 2018款 230TSI 自动进取型,2018年,1.3万公里,大连,14.00万,18.12万
别克 凯越 2013款 1.5L 自动经典型,2014年,5.0万公里,大连,4.20万,11.06万
福特 福睿斯 2015款 1.5L 自动时尚型,2017年,3.7万公里,大连,6.88万,13.00万
本田CR-V 2010款 2.4L 自动四驱尊贵导航版,2010年,15.4万公里,大连,8.18万,28.53万
宝骏730 2016款 改款 1.5L 手动标准型 7座 国V,2016年,1.6万公里,大连,5.30万,7.03万
丰田 皇冠 2015款 2.5L 智享版,2017年,0.8万公里,大连,25.20万,30.91万
MG6 2012款 掀背 1.8L 手动驾值版,2012年,9.8万公里,大连,3.00万,13.76万
别克 威朗 2016款 两厢 15S 自动进取型,2017年,4.1万公里,大连,7.89万,15.84万
大众 高尔夫 2016款 1.6L 自动舒适型,2016年,0.8万公里,大连,10.20万,15.73万
奥迪Q3 2015款 35 TFSI quattro 技术型,2014年,5.8万公里,大连,15.98万,36.23万
雪佛兰 科鲁兹 2012款 1.6L SE AT,2014年,2.7万公里,大连,6.30万,14.64万
起亚K2 2015款 三厢 1.4L MT GLS,2016年,3.5万公里,大连,4.70万,8.46万
比亚迪 唐新能源 2015款 2.0T 四驱旗舰型,2016年,5.5万公里,大连,9.50万,30.37万
别克GL8 2011款 2.4L CT豪华商务舒适版,2011年,10.4万公里,大连,10.40万,31.26万
大众 捷达 2010款 1.6L 伙伴,2012年,8.8万公里,大连,3.05万,8.23万
雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版,2017年,2.9万公里,大连,4.95万,7.37万
斯柯达 明锐 2017款 1.6L 自动智行版,2016年,6.2万公里,大连,8.80万,16.49万
丰田 汉兰达 2015款 2.0T 四驱精英版 7座,2015年,9.1万公里,大连,24.50万,28.09万
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,2016年,2.5万公里,大连,4.20万,9.20万
福特 翼搏 2013款 1.5L 自动风尚型,2014年,5.6万公里,大连,4.97万,12.24万
五菱征程 2015款 1.5L舒适型L3C,2016年,5.2万公里,大连,4.80万,7.16万
大众 凌渡 2015款 230TSI DSG风尚版,2015年,3.6万公里,大连,9.47万,17.36万
日产 蓝鸟 2016款 1.6L CVT智酷版,2018年,5.6万公里,大连,8.79万,14.32万
宝马1系 2013款 改款 116i 领先型(进口),2014年,5.5万公里,大连,11.35万,28.44万
现代 悦动 2011款 1.6L 手动舒适型,2012年,6.3万公里,大连,3.80万,10.83万
宝骏560 2015款 1.8L 手动豪华型,2016年,2.8万公里,大连,4.51万,9.75万
Jeep 自由光 2017款 2.4L 领先版,2017年,8.1万公里,大连,12.22万,24.94万
福特 撼路者 2016款 2.0T 汽油自动四驱豪华版,2016年,8.7万公里,大连,16.44万,34.60万
东南DX7 2015款 1.5T 自动豪华型,2016年,5.6万公里,大连,7.26万,14.10万
众泰 大迈X5 2015款 1.5T CVT丞相型 国V,2016年,4.8万公里,大连,5.31万,13.45万
北汽幻速S6 2017款 1.5T CVT乐享型,2016年,2.3万公里,大连,5.15万,11.59万
奔腾X80 2015款 2.0L 手动豪华型,2015年,8.0万公里,大连,4.60万,14.31万
日产 轩逸 2016款 1.6XV CVT智享版,2017年,2.8万公里,大连,9.81万,15.17万
日产 奇骏 2017款 2.0L CVT舒适版 2WD,2017年,2.8万公里,大连,15.10万,21.36万
吉利 帝豪GS 2016款 运动版 1.3T 自动领尚型,2017年,3.1万公里,大连,6.46万,10.83万
大众 高尔夫 2017款 230TSI 自动豪华百万辆纪念版,2018年,2.6万公里,大连,11.98万,18.01万
吉利 远景SUV 2016款 1.8L 手动豪华型,2017年,3.8万公里,大连,4.92万,8.89万
标致308 2018款 230THP 自动豪华版,2018年,3.0万公里,大连,8.60万,14.73万
起亚KX3 2017款 1.6L 自动傲雅版,2017年,3.0万公里,大连,8.16万,15.28万
日产 劲客 2018款 1.5L CVT智联豪华版,2018年,0.6万公里,大连,9.69万,14.36万
别克 凯越 2013款 1.5L 手动经典型,2014年,3.3万公里,大连,3.63万,10.52万
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL,2017年,2.9万公里,大连,8.52万,12.79万
别克 英朗 2017款 15N 自动精英型,2016年,7.6万公里,大连,6.10万,13.77万
比亚迪S7 2016款 2.0T 自动尊贵型,2016年,5.5万公里,大连,6.25万,14.10万
哈弗H7 2017款 红标H7 2.0T 自动豪华型,2017年,4.8万公里,大连,9.27万,17.69万
现代 朗动 2016款 1.6L 手动时尚型,2016年,4.2万公里,大连,5.63万,11.48万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,2017年,1.1万公里,大连,9.38万,13.45万
起亚K5 2014款 2.0L 自动LUXURY,2014年,6.5万公里,大连,8.51万,20.49万
大众 途安 2014款 1.4T 自动30周年纪念版,2014年,4.4万公里,大连,8.39万,21.25万
本田 杰德 2013款 1.8L 自动舒适版 5座,2016年,7.0万公里,大连,9.64万,16.26万
别克 昂科威 2014款 28T 四驱精英型,2015年,9.2万公里,大连,12.61万,29.30万
Smart smart fortwo 2012款 1.0 MHD 硬顶舒适版,2015年,3.2万公里,大连,5.89万,13.89万
起亚KX7 2017款 2.0T 自动两驱GLS 7座,2017年,2.6万公里,大连,14.19万,24.40万
大众 迈腾 2012款 改款 1.8TSI 豪华型,2012年,9.8万公里,大连,9.32万,25.27万
福特 金牛座 2017款 EcoBoost 245 旗舰型,2018年,1.6万公里,大连,18.86万,32.54万
马自达CX-5 2015款 2.0L 自动两驱都市型,2017年,6.2万公里,大连,12.50万,20.71万
日产 天籁 2016款 改款 2.0L XL舒适版,2017年,3.2万公里,大连,13.36万,20.28万
日产 天籁 2013款 2.5L XL领先版,2015年,4.8万公里,大连,13.24万,22.34万
本田CR-V 2015款 2.0L 两驱风尚版,2015年,4.3万公里,大连,13.87万,21.69万
奥迪A3 2014款 Limousine 35 TFSI 自动舒适型,2016年,2.2万公里,大连,14.24万,27.66万
大众 速腾 2014款 改款 1.4TSI 自动时尚型,2014年,9.2万公里,大连,8.37万,16.91万
起亚K5 2016款 2.0L 自动LUX,2018年,2.9万公里,大连,11.57万,19.08万
起亚 智跑 2014款 2.0L 自动两驱版GLS,2014年,9.0万公里,大连,7.94万,20.93万
本田 锋范 2017款 1.5L CVT精英版,2018年,8.1万公里,大连,7.00万,10.40万
雪佛兰 科鲁兹 2018款 320 自动先锋天窗版,2018年,2.2万公里,大连,7.49万,13.56万
别克 英朗 2017款 15N 手动进取型,2017年,3.2万公里,大连,5.71万,11.93万
福特 福克斯 2017款 两厢 1.6L 自动风尚型智行版,2017年,4.7万公里,大连,7.06万,15.07万
江淮 瑞风S7 2017款 1.5T 自动豪华智能型,2017年,3.7万公里,大连,7.93万,15.72万
大众 朗逸 2017款 1.6L 自动舒适版,2018年,1.4万公里,大连,9.78万,14.53万
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,2017年,2.1万公里,大连,6.48万,9.53万
